cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
1,24,1.89105229539079,3.522006703394617,-1.8691188840185695,32.62485875142121
3,24,1.880637027686859,3.5319490434317116,-1.8680422715350309,32.738209593287145
5,24,1.8806626717011388,3.5344025220217845,-1.877784734502072,32.68511456550919
7,24,1.8807709009833444,3.53492504932652,-1.8875256535871228,32.554748499572646
9,24,1.8794508728285058,3.534536640068787,-1.8871559747738404,32.46787845303298
11,24,1.8807003517117404,3.5411626672196816,-1.8675154082122565,32.48624734055599
13,24,1.8799352523566075,3.541165612176161,-1.8673304059806155,32.55779966353037
15,24,1.8815088124038797,3.5494581176357975,-1.9063154499484403,32.45374435641106
17,24,1.8696907870385844,3.5502805464079743,-1.9164259300038171,32.373246444985035
19,24,1.870052380139199,3.5481347674910286,-1.9165016044519978,32.30534276235138
21,24,1.8700442394188577,3.5484272148956437,-1.926771167846017,32.183319483399806
24,24,1.8596518987766364,3.5560433603714667,-1.936979366983281,32.378853181816005
26,24,1.8590746560862206,3.5604849642800684,-1.947065774665518,32.2913249500013
28,24,1.8590084577709232,3.5562872542469752,-1.946961601670498,32.14782797344657
30,24,1.8593622586957048,3.5647746218187324,-1.946851050742258,32.01380948237792
32,24,1.8587355450601035,3.565438928797127,-1.9574063719005568,31.881310103471357
34,24,1.847817291322145,3.565961679108638,-1.9680136940585706,31.854304304240515
36,24,1.8485252916137047,3.572496559005355,-1.9680499927642312,31.856555404576753
38,24,1.848378951850034,3.5699492020415136,-1.9680218912213907,31.867182607083926
41,24,1.8807805437609766,3.5464338449590023,-1.9066656790606797,32.35216872128999
45,24,1.8814721597443598,3.5531968089006387,-1.9267118604677658,32.60219299451182
49,24,1.8810954313244785,3.5599340214678805,-1.9260915660103672,32.19571819720114
53,24,1.8710089649779995,3.5595604968237993,-1.9468340181835688,31.805988160181123
57,24,1.8701995151941375,3.552385161941813,-1.9364196896718646,31.737001978644926
61,24,1.8706715362800985,3.5707670304281067,-1.9675984733558025,31.51707667966367
65,24,1.8596124644020169,3.5657224847439295,-1.9680130544442065,31.442860781038384
69,24,1.860033909718346,3.5712835067487094,-1.9675572757550353,31.32326275303232
73,24,1.8591653109160768,3.5679716274891398,-1.967618505240168,31.28571570579735
77,24,1.8481398178778288,3.5646314038791784,-1.9678214300979182,31.331850868998004
81,24,1.849201702126164,3.568983888921194,-1.9675056354779956,31.32285733932258
85,24,1.8834677437950846,3.564620688944316,-1.9683447778186904,31.608436452122476
89,24,1.8628211117905844,3.5694388142217837,-1.9788067754387157,31.782101501165204
93,24,1.852085039652352,3.568742147335628,-1.9785908218423578,31.515041989202878
97,24,1.8469504648208708,3.5642424070467817,-1.9784335668087778,31.13866351339678
101,24,1.836828431169018,3.5653038098527605,-1.9781601679702336,31.068710515588776
105,24,1.8371619619672275,3.565432167703823,-1.9783765899690637,31.618244836823447
109,24,1.8316722583718854,3.5622303163451425,-1.9780771457931066,31.331528063668397
113,24,1.8211470951317783,3.564481026852489,-1.9780971417908424,31.132569191182142
117,24,1.816506091511515,3.561614556780574,-1.977978349880126,30.972969676157927
121,24,1.8113815601504555,3.5630587459190144,-1.9784334957218421,31.1990648511682
125,24,1.8116056333939583,3.5629534367704405,-1.9782873833989176,31.722267598269813
129,24,1.8060548955557403,3.563446012076242,-1.9781961432676651,31.900827580605675
133,24,1.8132041826994056,3.563998342345823,-1.9670969462670498,31.5372402498617
135,24,1.8062641938283535,3.5604902283110547,-1.9781214643703728,31.24662583059252
139,24,1.7958310249900458,3.5567002097886946,-1.9780364457328714,30.939399361884792
143,24,1.7858852600390451,3.5584127263446006,-1.977935781469453,30.884857004354572
147,24,1.7803268604502753,3.556136820956992,-1.9780170042003,30.920682316695828
149,24,1.8150756899575577,3.568999942180493,-1.9779140108313502,33.880577817079796
153,24,1.8157025154845838,3.571059290544873,-1.978162017642311,33.038339318294426
157,24,1.8002432178056673,3.5666921284622095,-1.9779553399945098,32.27329169539202
161,24,1.7904476205609308,3.563327431073248,-1.9779914337720734,31.937919783481355
165,24,1.780343032300132,3.5590146214829015,-1.9721889844228178,31.688686599521045
169,24,1.775328769596812,3.5566945836342914,-1.9723254573804139,31.779120691032947
173,24,1.7702629734732853,3.555013984911923,-1.9668382736785281,32.133873372089305
177,24,1.760081061854204,3.5526373754067415,-1.960929600351624,31.889431533099835
181,24,1.749647593537689,3.547186025484395,-1.9607588424014128,31.81736328028127
185,24,1.749650075059311,3.546814755244375,-1.9607439129501683,31.72316205746117
189,24,1.745028739214683,3.5447850172972655,-1.9550964299704847,31.957150654392294
193,24,1.7396457455286727,3.5465215420964156,-1.955058998571939,32.29917704213345
197,24,1.7285642277717963,3.540832547654255,-1.9491545130405272,32.128842946565555
201,24,1.723900324588418,3.542992511358393,-1.9485230174751031,32.021134355757404
205,24,1.7139788776485192,3.5360811169860216,-1.9431227050969846,31.859048861486652
209,24,1.7139701997004613,3.5392436935272635,-1.9430080085541772,32.16100333536097
213,24,1.7036521173638766,3.5348237062932575,-1.9425165961920092,32.10276048728767
