cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
3,24,1.8233077742149364,3.415635388206693,-1.048298128077691,33.531461449042084
5,24,1.8142384651167962,3.405140913759623,-1.049212058679183,33.768115475386416
7,24,1.8128596793130867,3.425659661801085,-1.0465273412198817,34.0575363030056
9,24,1.8144242446739973,3.4201699208239194,-1.0503251867609642,34.34311925332076
11,24,1.812800333853042,3.4180604683404985,-1.0497801003401392,34.3900563067441
15,24,1.7946038703195293,3.3978401981445576,-1.0476986183510903,34.16207101391941
19,24,1.816519171293833,3.3984422668226393,-1.0572775446036453,33.65117316898919
22,24,1.8198335565190242,3.411384397730043,-1.0548269593999815,33.993154419553875
24,24,1.816980986440728,3.40775629545449,-1.0553776405080413,34.121102900157744
26,24,1.8047602710768988,3.4031041806987625,-1.0554671306178591,34.521504581092735
30,24,1.8021778881408677,3.38665218439762,-1.055670294257971,33.91883669839733
34,24,1.810054375611175,3.4140369130125587,-1.0529574586448565,34.203791109857484
36,24,1.8191618703574552,3.3945090590148355,-1.0601013419063348,34.48622307207774
38,24,1.806344581230731,3.4204049256076163,-1.0537206430621189,34.40141739485763
40,24,1.8120006378747944,3.401908039296132,-1.060902364203764,34.3150259504104
42,24,1.809238569578753,3.407597938928066,-1.0613281994084631,34.450526992415796
46,24,1.7820717716005336,3.3774091842080276,-1.061988907424718,34.741504044616725
50,24,1.8145504562341046,3.3771878224396685,-1.0662806393885873,34.663008920131865
52,24,1.809153485164282,3.390746744780089,-1.0653782286766842,34.47643463041281
54,24,1.8065551508093707,3.3939882666698242,-1.0657949875596555,34.45771838499012
56,24,1.802401655959492,3.395270569622429,-1.0664883306260853,34.276431502022604
58,24,1.7964331683322998,3.4104656511949063,-1.0632318841030186,34.35292925698558
65,24,1.8088036930508289,3.400641404160475,-1.0590432103446814,33.64812848797218
67,24,1.7915527748749653,3.403879368199544,-1.0635509942186294,33.75077258934032
69,24,1.7853375192239571,3.4141854712687336,-1.0638261484808664,33.72038549007088
71,24,1.793209210325309,3.4230599701504794,-1.0651012851496238,33.812030459081335
73,24,1.7873097711102113,3.4023930606429906,-1.0684596107286113,33.79680193008211
77,24,1.7700926253324452,3.3633791712406205,-1.0694140697591357,33.92036482801563
