cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
1,24,1.8564874208181574,3.5298286688693397,-1.8187019641679727,32.572328114029
3,24,1.846327249719927,3.5373201277859714,-1.8175598506612867,32.72523522519307
5,24,1.8353491942234077,3.5437367282719,-1.8164865418840956,32.64286193755933
7,24,1.8352625275821128,3.5436661072601456,-1.8255891938692528,32.51487646204882
9,24,1.8346455082120419,3.5423432526672167,-1.8261139590277586,32.38234901543077
11,24,1.8356616600675495,3.5413347346347575,-1.8168108743168803,32.43418218230641
13,24,1.8351461429226603,3.5410250495075215,-1.816791144707133,32.480416444757985
15,24,1.8257567905665537,3.554133296801584,-1.8443412120754061,32.41046186109587
17,24,1.8247738529891333,3.5529355991467955,-1.853972745505648,32.3461408313
19,24,1.824613268496936,3.5512057319376997,-1.8535899338510957,32.27679750791685
21,24,1.8246195526864504,3.549292319740949,-1.863380178294828,32.15709350345252
24,24,1.8142019357673917,3.559759220648976,-1.872968810287894,32.36407129853099
26,24,1.8137521577549054,3.558081969139198,-1.8826095043160833,32.3181954403762
28,24,1.8134404914735822,3.555692244172496,-1.882536787636365,32.15709029211502
30,24,1.8025980036306504,3.562746818017503,-1.8817935155260215,32.04407000314609
32,24,1.80210690024615,3.5614521756489204,-1.8921861285036712,31.931593674911532
34,24,1.802579500826209,3.5603420474985823,-1.9027629207037406,31.941655359029298
36,24,1.8030683142834096,3.5591189041401865,-1.9133470605822436,31.965008645476725
38,24,1.8027776247196041,3.557886771846508,-1.9131602105481538,31.966241678512723
41,24,1.8470259949329193,3.5520375235511907,-1.8553455745575975,32.37143341978575
45,24,1.847417311283644,3.5525668436897124,-1.8746995273150975,32.70024990461686
49,24,1.8361774213478947,3.556794038327039,-1.873827212788385,32.32266411829938
53,24,1.8257807475776242,3.5614100044534203,-1.883193546754683,31.98795810666763
57,24,1.8251136435078368,3.5566107947817986,-1.873239184822504,31.894456524691385
61,24,1.8255815042203762,3.5586742170266272,-1.9139593751505897,31.78039681801023
65,24,1.8140311275083907,3.564103182686905,-1.9030532722310995,31.688747146342205
69,24,1.8147691941158939,3.559588063594272,-1.9134590742247914,31.596747992569153
73,24,1.813969388710352,3.556833231052199,-1.913620909902553,31.565586498787077
77,24,1.802765665167823,3.5624410850948944,-1.9025819745719061,31.59124667045208
81,24,1.804077040117352,3.5591407106855666,-1.9130621638638965,31.603485399391182
85,24,1.8518025516704486,3.5573161327793144,-1.920618117118412,31.91556385491565
89,24,1.8307038456739428,3.561870782772737,-1.9298830859597569,32.081128118597164
93,24,1.8199041089501267,3.5617586337260088,-1.9293005284805407,31.849792632896243
97,24,1.8093079637028517,3.5597307651083123,-1.923330987770314,31.465690433362017
101,24,1.80460990458052,3.5575937553540915,-1.9284469980320087,31.40934895665031
105,24,1.7993770651972192,3.5597237883937995,-1.9231439161693824,31.902247475518077
109,24,1.7884432335370462,3.559061771422033,-1.9170149640438081,31.649024294808623
113,24,1.7829230484252723,3.557015527748059,-1.922048805055383,31.48874626238971
