cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
1,24,2.035337591005598,3.556946061827572,-1.990533350635129,32.142777859921516
3,24,2.0251402460314116,3.56147580138708,-1.990277542145709,32.29307515705474
5,24,2.013326371345464,3.5667524696413215,-1.9899467848963859,32.24414709253608
7,24,2.0132846655407413,3.5687953371516272,-1.9896009282099438,32.14711742429942
9,24,2.000528337624771,3.563970503289941,-1.9895483606575701,32.06687277315468
11,24,2.0138990759931645,3.5735512387791406,-1.9901040351037365,32.03447836207717
13,24,2.013101105626967,3.5711391343785897,-1.9900886222380372,32.11157496697372
15,24,1.9687898262728398,3.5681507462163036,-1.9891170520197212,32.112576242471775
17,24,1.9681661764334244,3.5692834155812436,-1.9892116643905464,32.03566207329278
19,24,1.9572307917560536,3.563388513484579,-1.989191243247005,31.99527968872302
21,24,1.9455991514129352,3.566658719765511,-1.9891317699701738,31.874127571841353
24,24,1.9347505044841131,3.5687035970122842,-1.9887805507702212,32.120959708576166
26,24,1.9232799539368028,3.569207084156356,-1.9887320866401275,32.11021168908644
28,24,1.911889930948487,3.5659271296109383,-1.9887200290368634,31.989061278918154
30,24,1.9010667141979305,3.5612417270649486,-1.9887874042287874,31.878814448635442
32,24,1.8891989948061458,3.557881987836072,-1.9885910895930397,31.767450711024402
34,24,1.878278372248849,3.56282437243777,-1.9884892463229662,31.78991634963658
36,24,1.8675697161520206,3.5591953280168633,-1.9883474274444874,31.82883467218067
38,24,1.8675892574453767,3.5580906165580983,-1.9774549866256104,31.890449470827843
41,24,1.979626548250818,3.565899462157853,-1.9892347833261184,31.51177053595285
45,24,1.9575499080884022,3.570814209348872,-1.9890474874073771,31.874488497680712
49,24,1.9458150170787551,3.5666817833633124,-1.988682950523383,31.53911453638972
53,24,1.9242461121680094,3.5668392745025836,-1.9885447318884866,31.220866832188786
57,24,1.9459811331421641,3.571051969392875,-1.9885639445355097,31.119005145018026
61,24,1.901407930553079,3.5666308474029793,-1.9880563928902786,31.033244078156734
65,24,1.878674213680085,3.5527392240854914,-1.9772969675547487,31.001249222460967
69,24,1.8683061328264219,3.5560959755046615,-1.9771693646864965,30.921434744041356
73,24,1.8560244070082998,3.5504500858303394,-1.9660385076397233,30.929360248207214
