cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
3,24,1.847011162956716,3.400080836543819,-1.0680263652396946,33.13281956573637
5,24,1.8485654344528386,3.4067357604110753,-1.0683949803553137,32.848310333012144
7,24,1.847111177186175,3.407792325190085,-1.071886802134967,33.07297579198606
9,24,1.8489837601535537,3.425685226676254,-1.069881568315977,33.12836651135456
11,24,1.8370120718560439,3.4102415310941074,-1.0696478002906964,33.20066590827124
15,24,1.817549211247137,3.395651158058303,-1.0609975004031984,32.8030291471027
19,24,1.839863822522073,3.3987545550856617,-1.0700556397664167,32.70663040910488
22,24,1.8430595619731431,3.4107861698937034,-1.0673189298080559,32.88774741633189
24,24,1.8401871729536057,3.4362212866947472,-1.0619524466901569,32.85054388832057
26,24,1.8281265632888257,3.429899192703782,-1.0617949104462787,33.21344988692114
30,24,1.8253563336445804,3.4061977189259807,-1.0616392954595641,32.54793058844526
34,24,1.8214180552626154,3.431364532702854,-1.0590758191027096,32.95568065114475
36,24,1.830315627968932,3.437199999112006,-1.0596169539874956,33.31259035127085
38,24,1.8175491643824844,3.4349851634526334,-1.0597552847363263,33.27639301328207
40,24,1.810901200296979,3.4358715577304486,-1.059854592361014,33.13052620279671
42,24,1.8083032603084233,3.437200278486185,-1.0604451363745762,33.262538649813465
46,24,1.7928016149381065,3.3887362465772446,-1.061164896269225,33.455906862521594
50,24,1.812563150045885,3.3997812429989795,-1.0644657893096274,33.359161719231366
52,24,1.807772607491239,3.4092528162288933,-1.0636693462251967,33.19907517017467
54,24,1.8048055175003972,3.413290161572333,-1.063944284256531,33.10915637159371
56,24,1.800538555899242,3.418321145613461,-1.0644931821377202,32.8730319628199
58,24,1.7942356098033032,3.4228002445936747,-1.0611486398597036,32.8903015920882
65,24,1.807409052434889,3.4103062616510487,-1.057828326267502,32.07013291213046
67,24,1.7902504816962075,3.4104689136383888,-1.0619681305424282,32.18349666127279
69,24,1.7961223845359495,3.4208452515825636,-1.0623591353414312,32.133961271398654
71,24,1.7912236690350776,3.426965494192803,-1.0638074812423732,32.19734869129393
73,24,1.7854822365303245,3.4343195510923628,-1.0603658561835867,32.128660226085096
77,24,1.7677890780323617,3.379891621690332,-1.0606190479243294,32.16680073898097
