cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
3,24,1.8046847720100736,3.676492835528995,-0.9970402880141495,30.261078788805897
5,24,1.8047833214525881,3.677932362103996,-0.9969604106618353,30.023214006195516
7,24,1.797618668222458,3.681544140844236,-0.9970702802711341,30.21665562692593
9,24,1.7929913687761174,3.6819955552100256,-0.9973030888189304,30.363564779968748
11,24,1.7919180081592216,3.6822366580622092,-0.9974129863341045,30.383708693138953
15,24,1.775026135903797,3.6730621916612125,-0.9966248234259864,30.151543075778466
19,24,1.7920487852223415,3.6821638997402064,-0.9963089849547179,29.942877366572425
22,24,1.790475801581265,3.6829104616020185,-0.9974947737184627,30.159672019699293
24,24,1.7868365091987264,3.6830910997567576,-0.9972667051793968,30.18503729745987
26,24,1.7871529619962185,3.6823376400116725,-0.9977254189629398,30.557366977302667
30,24,1.7816340617009505,3.6779403019036363,-0.9970949960183577,29.87809290999813
34,24,1.7850235136604733,3.6809827017477756,-0.9972732896654727,30.329541918405045
36,24,1.7803865429693038,3.6821031308211283,-0.9970037592871084,30.67805955282036
38,24,1.7789060856417256,3.68119828344271,-0.9977226887954374,30.61748146501738
40,24,1.7738387518973049,3.6808780113914024,-0.9976984888319611,30.47693232752601
42,24,1.769682881523146,3.6816453877057884,-0.997566184368524,30.59851621920085
46,24,1.7408787283206992,3.6751321799254955,-0.9970360820430222,31.100240402928506
50,24,1.7648189744011906,3.6846266213857497,-0.9969371531723804,30.938169249041685
52,24,1.7617857390844023,3.6832544826548084,-0.9969974742534108,30.779624907003203
54,24,1.75770610357021,3.6830019424524427,-0.9968197698794886,30.70960684046627
56,24,1.7519375960601256,3.6825149277266642,-0.9963445930927353,30.47705959403915
58,24,1.7521244035832177,3.6802726203570852,-0.9967865142227076,30.54925924889458
65,24,1.7597714133989641,3.67908706723787,-0.9969143005288548,29.858081061792472
67,24,1.7483011320324189,3.680942088612725,-0.9972513551873874,29.92749751367273
69,24,1.7411482627836237,3.681439648314102,-0.9970973800951103,29.887309173794996
71,24,1.7363833316311177,3.680615489022298,-0.9972667201815385,29.974612767860144
73,24,1.736559066269527,3.6776600467841285,-0.997266880260863,29.928807475767645
77,24,1.7172335652295245,3.67453404625628,-0.9969394063653587,30.029795182593666
