cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
3,24,1.8132504303869899,3.404890220315493,-1.0495360191773455,32.764485625071856
5,24,1.8149760087078302,3.418631404129339,-1.0501897262481419,32.560591865941106
7,24,1.8135354175561993,3.4453022579697716,-1.0474152615120338,32.70948277164228
9,24,1.815149273310334,3.4281919482774947,-1.0511342688931857,32.89402601565415
11,24,1.8142913014068198,3.433945869545595,-1.051239794627214,32.88851048708752
15,24,1.3863373424430125,3.2986715430208906,-0.8176606997984731,31.60887613480477
19,24,1.8165277958816064,3.395711592779412,-1.051071206615797,32.4909596779559
22,24,1.8085638576011063,3.4209107644287986,-1.0489813674620347,32.63416073863936
24,24,1.804936077644182,3.4290052342029878,-1.0490946281054965,32.646683898798194
26,24,1.8049315924982108,3.4422746572295977,-1.042943784297617,32.95341147758712
30,24,1.717679232699393,3.391747147883427,-1.002108129626011,32.14122281811958
34,24,1.809804813280106,3.433128893119263,-1.046478428570111,32.73498021932445
36,24,1.806556213274488,3.4445618404708633,-1.046791486848897,33.0777254348539
38,24,1.7938155707698507,3.435084142217923,-1.0469850347811238,33.067457381369145
40,24,1.799304949381792,3.4457210478614795,-1.0475275600281526,32.902717226956746
42,24,1.7842197448470132,3.4449342432242034,-1.0476470565655591,33.04143942038261
46,24,1.6818819918515189,3.348388974288582,-0.99787222854682,33.28920270851618
50,24,1.8007519383961936,3.4115903895548496,-1.05175253436239,33.31828122927918
52,24,1.795972684272296,3.4077180188358045,-1.0581306387784024,33.24546150252619
54,24,1.7931026940553298,3.416993809879986,-1.0584303641401285,33.19381621015531
56,24,1.8010267542068712,3.4279308915459796,-1.058835499937123,32.950371591621256
58,24,1.7824572301269948,3.450423062016945,-1.048570222149277,32.98142836772341
65,24,1.7959303030608789,3.4243550860962872,-1.0522245912177104,32.285643510120714
67,24,1.7783142127341003,3.419928142613709,-1.0562946339613315,32.40988062398286
69,24,1.771719092984802,3.4304184604928114,-1.0562794361681302,32.395070835603484
71,24,1.7790749489536772,3.4416415585585702,-1.0570022650761444,32.48055490141574
73,24,1.7733229782464675,3.448941537538792,-1.0532958143214937,32.39831599080119
77,24,1.768754111010884,3.3679598202717265,-1.061746365944055,32.5316653403438
